source,target
31419,22123
1896,9971
24813,60553
9421,1910
7896,410
11574,1164
735,2905
12458,2239
3225,1274
3120,1480
17155,3506
15312,32753
51594,13101
10772,6169
4321,1516
29,974
1680,6401
3030,71389
434,212
3676,16071
12810,23679
165,923
4821,1933
534,6990
71399,5205
35926,53884
15805,3875
746,735
8790,28527
128,301
296,2215
547,74
13742,11550
2704,28485
22103,550
4799,2164
1398,1446
74,55
8834,28940
2098,4154
10206,2644
854,2821
3356,42
540,2643
39705,30336
38695,14796
48451,10649
2123,25641
7342,43347
1024,3720
4508,9412
19605,1438
32870,15802
13362,685
27936,6509
8281,2985
4356,4386
5318,1589
27956,5639
38,100
681,30
14727,20843
4391,2704
414,2437
20211,57434
634,1361
9997,5778
39960,5953
12,242
26086,26073
1520,8269
11,47
618,562
42386,6869
1931,45
5263,2637
4609,8432
51267,14879
4112,2142
13834,791
4931,36949
8344,790
4921,85
6102,1756
3873,320
4300,791
2281,3368
279,71398
3802,18
8268,6670
14932,791
21128,58167
1775,2221
8955,46334
3895,32966
5469,13221
8732,1440
4202,60
56624,19334
51697,68416
433,1619
1503,13228
21,1574
2859,1259
6483,1020
2291,2979
32308,24341
81,69
30107,5064
19096,1402
31338,3497
15568,4687
2057,4969
2939,415
2969,25166
15647,39724
11825,3901
19415,1431
3922,1174
2128,6219
17451,6393
5323,3858
637,581
629,12358
6732,1692
5835,39662
6741,33402
1964,112
96,786
12626,1225
737,118
2109,5444
36182,4682
4420,13931
71387,12
5359,1108
5936,4315
14699,14700
44,28337
3715,100
8713,8688
19471,7035
3555,17219
167,441
6820,8406
7394,9078
0,41
1849,2649
25738,10170
950,588
645,26594
3148,3149
32056,56889
5845,217
2034,2062
9170,6740
16131,947
71988,3655
12614,6431
7772,7066
16063,4040
3655,7608
33700,13214
831,1806
35333,4451
8696,370
75663,74661
389,4228
4709,5459
6385,15811
1262,1304
3999,4327
13447,5227
414,2051
10198,3544
294,235
58017,68085
429,1023
4325,318
708,13716
433,916
61763,27723
661,51587
1033,310
8325,3563
10029,3090
12578,15876
865,15610
2159,19123
8566,786
64407,34735
1456,1398
4505,5829
17856,2748
2639,2120
848,3423
1851,8708
60811,25334
2070,5793
6868,969
7798,20991
139,40
14594,26775
14572,14552
32070,32060
52143,13750
381,446
10624,3704
3477,345
634,4944
41531,6597
7175,3948
21622,58462
645,3946
2033,25144
2041,1317
7372,1863
61016,25786
3544,3655
71,4070
827,5
6512,6671
5305,8498
9403,2899
11750,6653
1376,118
6795,5837
20417,11188
8558,18422
42711,7040
34551,4260
6107,954
5511,432
10159,12028
2063,31196
3052,119
27699,4969
2787,2464
5382,38623
4692,4783
14567,14518
41612,6627
2704,12264
10380,8014
71401,640
10886,4687
16711,71402
48371,10606
2372,10703
7912,1172
763,74039
8653,2233
654,7172
19740,4090
16580,2371
44,4170
7401,43520
215,2109
71967,18
20442,9053
881,6836
563,72
2291,4061
47616,35522
9331,46880
34022,33077
4391,35022
12873,5580
3707,296
35452,4468
195,976
7108,2864
2478,120
59139,22546
32177,12719
2576,18
1035,9169
749,7579
2055,853
2705,128
4613,15945
4939,8029
70606,66150
1242,187
5674,2835
42548,66508
56448,19138
8712,8796
10459,48149
586,50
3370,2419
68,2991
8102,2128
2230,2226
5370,4867
19958,28107
3499,4161
19286,2649
5950,5382
6629,18
6175,1403
14018,4558
15682,879
32985,3900
9501,47150
30706,22840
24587,27920
19584,790
879,45
10085,400
2156,3405
9324,6478
50957,50958
7173,5413
39511,5791
4062,5412
421,1206
27459,24146
770,4
9049,7579
15620,3772
867,22
6656,41715
17436,2198
28394,31518
2786,2115
14787,4045
35341,4452
5278,2640
4745,20959
6730,2047
15523,28397
656,713
8564,18
11562,557
16295,970
22307,4416
229,1909
661,6906
16204,2043
24283,14652
14110,19330
452,1035
4368,135
1106,35
10106,13832
21337,21085
735,7631
20327,8769
2939,454
1665,3683
23737,1912
19213,27
3823,96
41975,6719
110,1191
2140,549
67807,48364
1481,16959
377,508
4931,7039
837,10145
22244,20559
5205,22364
1466,1476
11178,3263
3177,737
442,975
4300,34709
3147,7431
1638,780
11569,3873
16342,1185
563,329
6794,738
737,7346
38434,5299
37557,9535
24925,21520
26261,7251
1596,6936
2121,3114
6003,20567
7210,2214
5801,106
685,3841
10255,11480
10845,2025
704,790
14590,1835
12811,43651
2236,14718
20589,5965
29572,3053
7046,3431
7394,23965
66923,4415
81,427
19711,16937
4890,8296
1608,405
13597,699
386,8065
7082,8096
53132,14906
37373,10704
8708,7070
704,689
5395,728
58925,58924
6159,10980
1516,3652
6591,10732
12730,11190
2607,1544
3997,1075
5941,9100
51851,13387
843,1756
8836,46177
2001,18
3589,384
50765,12556
2060,301
17154,2233
40328,1619
145,390
16,849
969,2528
5373,3109
388,969
10425,10403
124,728
4768,449
57142,19865
13554,2037
22914,2454
970,12868
10427,5136
2066,4363
973,368
17945,3685
44,1652
1596,6389
16248,47655
15843,16811
8140,3595
5227,37661
19048,8770
36390,4770
6495,385
48459,55694
3795,119
10442,27985
5227,2066
2368,1024
2070,429
31,2339
142,7169
3832,2254
433,5462
53211,15021
2040,696
5117,852
550,1918
10472,2147
29102,1753
9651,47320
1463,909
682,1173
1646,586
4545,4797
6495,3992
28907,2866
4128,1719
7579,43944
217,0
11626,7816
2061,64
46816,9307
6624,8734
4482,18073
4931,1846
5910,39823
622,140
6102,6007
46442,47213
10414,6285
785,5
32683,32681
634,2059
8986,8843
1702,1108
9075,46531
492,300
1020,11198
1433,79
22567,59148
4599,1438
44099,11097
35195,43560
1718,4120
40,60
918,923
19746,19735
6605,2690
4333,2509
492,3676
3186,1304
16030,1817
1577,1680
1016,326
7784,11763
5839,4374
37665,18223
14940,11429
25266,17429
9136,118
416,726
22106,1642
814,1163
5503,4415
5423,3927
4917,31308
194,7690
7249,1250
8776,433
48460,48461
19743,11102
74302,75602
16938,54862
24103,23795
4969,5951
22695,64
5244,1620
3249,1409
913,3505
2184,1397
642,8138
3057,629
48910,10974
27562,2525
1379,9642
564,1035
2937,387
8183,45161
7404,1537
26,233
629,8413
1252,97
8769,20586
72445,918
2205,11653
3594,6653
6623,2181
63445,32221
3359,11249
27728,45644
664,1271
25316,60792
5242,3969
635,852
4783,2694
15370,930
11863,3684
25469,22484
279,2215
1540,21093
31976,3884
4929,8604
1446,994
2649,6545
1533,66
238,8174
22619,1716
1221,2197
24782,60534
2476,1935
10327,2696
6774,14131
2957,1035
629,59997
5359,776
3558,124
579,385
34220,54878
3562,5600
24412,1869
6654,130
20689,24564
56647,19358
1975,1712
770,4181
12755,19225
47169,9523
6684,41876
983,1754
721,26
57035,1020
2648,2205
23078,1748
71399,4081
11200,3534
22157,1647
64481,35011
7661,19731
15483,20077
7461,19821
4061,3249
4188,3340
270,34
11547,1516
31,715
1849,4490
3683,40
229,610
5280,1
44253,35905
44,5609
7179,2175
7633,717
3106,5909
16862,5209
4059,4598
15595,2037
4065,2899
20858,31
11229,526
352,1691
67816,48404
19588,4282
5483,5386
1589,2028
4897,2239
54392,16361
339,748
29593,3064
3865,18346
38778,5425
2228,1254
497,7783
61362,26560
654,85
1434,5944
35576,14551
4002,19741
522,686
6455,5317
11541,49620
541,73
2883,19064
11789,49987
21391,21381
24100,7035
943,1398
96,26
17562,4374
5393,18
24132,11240
1504,1394
13029,16869
74548,1164
4984,27525
9129,684
5947,39878
21067,49538
21593,1613
822,7528
75,1748
11238,1471
443,1715
33367,63869
1083,2065
5750,3120
1411,5580
5044,1762
10643,48428
143,7250
7141,4122
286,426
24274,21959
2640,646
33649,4042
7426,4945
1718,1035
13545,696
8326,10109
5275,2713
77,4969
546,1167
2256,1251
4199,9991
4687,3837
143,932
15254,1680
7959,8784
8753,46012
101,590
14683,777
1761,1179
4187,1434
25934,3685
717,1577
48156,16379
2111,9135
6004,1909
8652,993
1503,2556
1877,24441
4908,628
19831,57113
6897,4688
1084,4313
71428,71678
15476,2025
908,723
460,588
15607,26579
9320,3944
547,2864
751,559
1443,8335
11349,790
6742,10434
58913,69616
8592,3219
51637,33500
6393,5144
131,235
10574,16218
46079,8775
4377,4370
4929,2511
10297,10415
282,1705
23624,1814
8705,1638
4831,33840
34089,18894
766,107
24535,8370
2908,1285
18002,2254
2043,22472
16290,105
3218,5370
5788,39494
487,11007
39720,65746
3987,6523
5967,3946
32006,3605
37565,31495
4005,1207
4453,5958
23490,9534
22898,59357
5061,11376
2556,13533
19419,6947
9089,46579
9166,31930
9861,624
16532,991
5952,1532
18693,25460
20762,54005
2706,2144
4338,34797
1182,1014
2221,4606
14611,52896
13027,19357
2275,19993
52317,14020
1044,3388
10946,468
18693,13829
4821,3906
9206,13773
2653,18
28687,21502
1368,735
26558,5428
6715,135
10388,425
3064,3065
13561,18
2729,13387
19480,15984
45358,8296
10240,3118
8115,13478
18966,1396
20560,4089
5930,560
59785,62439
2678,3138
10982,2653
69521,58267
1857,1179
738,14580
5584,793
21311,7095
3828,2645
352,3345
21533,29381
7480,1909
3163,5259
7725,3531
18915,15784
5232,73427
2637,5263
7513,4115
1474,3147
65307,37928
4081,5972
735,401
236,630
5776,8248
16811,11575
1669,53707
1507,6173
9814,2479
20859,4049
2059,125
29218,4970
1896,1433
649,329
47776,20115
1238,449
6036,5958
10949,1776
9090,320
3655,128
55,541
5607,29192
19465,56755
618,6301
5227,41787
28340,2687
5275,2046
19948,5755
9471,4368
30534,20851
31644,3522
168,1340
24002,60054
427,544
2985,9167
908,8902
5232,4484
2509,27508
1847,11942
44,8684
4969,1712
5331,15259
11178,15596
1471,18
5232,16375
20594,16370
6504,8020
6953,780
976,1295
16028,998
7636,1224
169,349
18668,4685
39377,5724
21775,780
6895,135
25397,2065
725,23
1890,354
1285,2451
3548,377
942,1719
1664,4096
1669,6946
3523,2288
14297,13265
6036,19661
17887,550
29616,20564
4773,835
12,1301
18956,18955
50613,50607
3811,5317
16916,18308
25538,3319
71391,27378
59263,22770
25455,8791
131,4543
10413,1102
32328,3720
198,85
25,40
47171,9526
664,30
1607,44
68785,53752
6467,1911
2341,596
2647,6946
20135,57359
1860,3276
106,1315
2979,4041
25742,60991
1659,2638
499,83
123,366
2747,49
1835,23912
3780,2504
39792,19053
4007,20676
56603,19331
2161,4109
466,7104
28322,2687
4300,6631
634,18089
2276,18
48022,10388
9331,4834
50012,11812
27802,15667
69975,61575
913,1398
2327,4902
10644,10643
8790,23194
36963,65006
8783,8795
6003,8550
5581,7047
7059,77
492,11068
27120,2425
24576,19050
617,9130
18576,15170
704,883
12809,39672
72601,4282
789,1476
1633,21866
9793,3685
416,12
3603,90
17773,1204
4561,3044
8112,44967
3922,11834
1628,21833
2928,28
367,168
25370,2061
5722,5256
8029,4794
4745,438
9333,10445
8318,254
40510,6094
2736,86
10106,8784
20607,10425
8917,3430
2422,3984
1013,3350
629,11957
11161,4544
1259,1398
12255,11164
2001,1991
141,640
576,107
33269,5281
10413,48047
7422,23551
8592,2230
770,17240
801,7988
291,2408
11178,999
564,5357
16010,927
11246,10506
3116,576
852,2424
1276,625
2231,1716
5113,19670
1626,14
4489,12408
1425,1751
6490,5837
11438,551
3973,72
34,11
2794,563
427,689
1402,2650
18833,2643
572,421
508,8
50337,12096
689,546
2546,2320
7753,43
39182,6169
1857,4455
66257,47938
16337,1191
59560,59556
72154,27
47541,67599
20066,20347
2979,26360
1894,848
3496,31326
11052,44
5652,12498
4671,590
43579,42631
198,4010
1249,551
3924,9641
71404,3483
14107,2748
28572,62117
568,326
100,1324
4183,1390
3160,1225
101,69
18359,55776
597,329
1665,665
679,1059
1396,18956
8163,8453
858,315
672,4955
23139,1751
5425,5869
55481,17911
843,6420
38,2361
6397,13834
679,2630
21919,1635
44298,52376
343,1024
69064,55404
17792,55404
57178,19899
8293,7204
13271,15832
16944,38513
971,16199
31757,3527
1288,790
550,779
1346,10662
840,15109
11583,6051
43527,66728
883,65
2553,18
8020,1476
5232,73506
70,4766
738,14053
1990,375
4501,1429
7928,738
136,2759
2368,35
62543,29818
8089,2059
4464,7368
8541,2651
558,2478
7769,18989
7637,118
39618,65728
738,723
29815,3115
41218,1191
4017,10424
24586,60425
3875,3885
1620,1623
20153,40
671,6636
19927,29823
28595,4329
215,7883
6855,579
9470,9479
16899,1024
1849,7397
35819,4553
225,1763
15225,3860
19358,4282
1565,6173
1435,1405
380,1
3536,5973
20441,4501
10820,19333
12037,1778
33,545
2708,1613
20559,4416
2649,2685
19206,8296
3952,15937
71399,75228
3141,597
2936,404
23946,1835
279,1315
115,96
1168,136
4544,15710
37807,5208
705,433
7195,2197
1409,909
4051,640
645,1263
215,555
7961,85
708,13722
28585,2714
5385,1438
46216,46219
7047,1459
2978,299
210,1401
28778,2814
16386,54454
738,49
25157,2035
1605,7593
1677,824
784,2102
2713,1903
2820,5718
4404,6176
1015,994
123,269
12948,136
72915,776
7796,546
25067,2003
418,97
12786,8795
37417,5112
6528,1542
2043,187
3462,24814
0,68
9007,6905
6489,1909
37197,65076
7642,3284
2630,737
1677,1312
12896,51369
8727,6499
9837,5883
47658,66476
6767,4918
1503,1656
952,4617
751,2147
3245,2645
386,1184
2873,1914
9623,5952
5763,645
1346,1181
17099,16967
6845,1250
51152,47053
5833,36895
632,661
2113,1409
2820,1712
25997,2643
788,728
8956,46341
3600,31998
10120,1172
75,1181
20045,2631
44,1748
33963,4114
30628,3352
12164,4862
45288,8269
793,4037
5806,637
1901,1905
18259,46114
2680,2084
9331,46888
4972,1396
350,127
682,6819
70561,70563
6624,5244
26161,61189
4484,6631
63242,31649
1458,1481
1256,2817
1690,415
6116,2637
39643,5831
29,233
50003,33299
6944,19042
68,4051
1342,50
5503,38936
1852,1475
26044,26042
19519,16500
4921,559
4974,20428
10663,1619
20654,1517
2882,4931
6703,141
15818,1301
3398,10698
5941,565
17294,9317
2574,7610
3895,8711
59830,28350
433,1411
737,130
9819,700
71382,3549
7900,44671
9463,354
18126,2744
81,2029
1893,844
957,5386
1057,385
19,78
639,64
2277,135
4690,2115
853,3560
5326,786
7286,4800
600,2178
1670,550
28801,51216
6636,358
22951,8719
52413,14122
13058,13054
1169,728
9166,1498
21844,58691
71399,1674
139,1975
63558,70253
3825,1637
72136,64
19350,16997
7596,1596
2246,27
5961,1610
32854,5972
8344,2138
58550,21704
40516,40533
4789,2643
42212,6808
79,15247
1158,9682
6562,10734
14655,3266
6142,3249
15841,53897
20564,8771
27521,7579
1016,16803
1864,7928
9624,15505
10883,48804
1462,7172
1818,10250
26501,30981
10514,13735
1670,4252
12810,16618
2420,55
1059,15941
469,1404
11489,77
23769,4417
39072,10314
12302,32799
24980,8564
15540,791
9639,4090
28612,5865
154,7386
40,853
1905,24720
24,97
30713,3391
12242,12255
8749,40024
1514,3979
124,3118
37768,14552
2412,1000
2275,20744
14477,15584
1864,5972
3155,443
73801,120
1885,15193
9329,11968
5331,9189
14788,3952
3527,3502
8842,71460
763,9793
3417,3033
10747,48636
1909,4862
4456,35337
35856,62792
33707,1179
71774,790
1190,17683
25619,2118
6036,112
2410,24
3527,5954
40479,28268
2860,1765
55325,17685
3783,634
46716,9224
29190,14727
1540,4061
2098,4244
60,401
29728,28459
395,438
386,11
25275,2051
11802,584
3212,684
71,4798
2575,716
6751,1516
6747,42037
71399,14125
5140,348
1526,8802
2562,1753
20754,15668
201,3778
763,74375
54959,17024
33332,3978
7947,2118
19154,1521
23195,1754
41012,6456
763,74338
69458,57977
6871,3549
14963,790
9096,888
312,34
26257,10250
6229,11224
52779,14559
45344,8296
3316,71400
2231,1574
32736,3906
1564,7166
44686,7910
8772,3939
11191,6698
597,1749
3254,879
48476,12591
31923,43370
11574,18579
3951,681
42747,27314
335,81
2051,1642
6059,1572
49790,19609
30,1374
1443,34038
3527,28929
1172,82
23299,4223
437,551
2724,4770
5393,6558
44,72217
615,1752
2322,725
1473,91
1130,1024
1720,33595
3903,81
2636,6625
17076,23007
16879,47946
1514,1172
42157,47314
1596,1144
19358,14881
686,13388
7981,1437
7196,142
637,4549
637,8942
17012,1719
119,140
708,645
1702,8363
4092,9738
645,4235
3946,32558
4199,2232
3280,7341
4917,10424
135,1247
722,1370
4017,33302
4329,2536
45068,52741
10022,1895
225,118
839,4572
20564,24102
59294,22816
1690,4862
12221,21412
161,1516
33687,7928
1180,5063
5161,11545
906,1309
24832,12652
2646,13219
239,235
19748,14774
7522,13735
17294,12307
19073,56381
3211,1577
3881,8708
845,848
110,401
25389,4344
18350,11581
6820,9995
145,1909
32047,8100
12758,11996
3867,12789
5232,36866
2091,388
4779,105
3644,746
1163,30
981,27
26419,15621
445,615
2657,1935
459,10909
2070,670
5113,28362
540,448
8871,6043
1806,1466
6340,1
39687,41671
3117,3104
8413,45480
8096,14849
19620,48897
4862,2873
5681,2097
1102,357
49582,11652
21469,15876
10107,5957
3172,2373
3579,71
431,2221
51640,22365
4409,3282
1111,81
5175,1181
5277,3540
8866,548
66109,40932
37681,11224
12560,5580
21817,21247
5803,5766
2118,6489
902,1108
2188,26047
61,746
44451,7778
9704,1120
10778,48677
8716,7615
157,2631
1033,5488
34,6522
873,3684
4154,731
970,282
14846,20894
13650,700
2129,20
508,1890
9943,47558
824,15599
1669,7199
10623,6948
2063,25390
2672,2045
18549,18550
3780,40
1896,2111
44,48
2992,29427
44569,41026
17576,8154
21126,2656
2697,40
53342,15193
1017,14117
1503,135
5606,14723
661,1892
16651,6008
25455,22428
1265,751
2102,784
7661,24578
48366,10599
210,58
2598,21137
71399,738
637,114
1727,23795
2651,329
20171,13345
12731,1629
13458,3655
50959,28801
2205,9414
2548,58
59,28
1979,4706
1816,23678
3723,2115
58,1620
21955,5144
56266,18955
1517,1623
1211,0
30472,3993
407,6837
2174,1506
20594,4757
968,1460
25065,60676
72,108
851,2563
17910,10760
6947,1020
5530,4187
7117,2542
2488,733
29987,62596
3990,18
7086,20397
1907,8588
19740,15226
10321,43872
563,1574
3970,25455
905,2062
1276,63
23031,8777
56245,18955
4278,2865
44,31452
9377,3477
791,3507
8782,8788
8270,6514
48945,10982
13265,51737
4780,979
5227,72760
3461,952
5129,2031
5740,1561
4697,8474
18989,2706
68521,52217
101,954
4761,1918
1810,3507
597,366
6489,2055
4049,3064
8677,3112
8218,15272
31606,17794
2708,9292
1533,10748
748,165
10195,47793
6497,125
48619,10735
2988,11247
597,5251
3955,2064
6396,124
1847,1511
71404,1305
15953,1735
69154,71058
5267,5946
6879,2708
13650,4626
38955,14956
13960,4969
10424,33390
9102,30591
274,8364
33097,14108
145,1110
2888,7889
2680,962
72995,1029
7392,11217
4406,1806
1630,8158
145,7492
2099,2960
8682,19733
3044,3676
615,1262
70762,67275
2995,5393
9360,850
1862,18
344,34
2509,27511
10643,10646
15162,47690
19993,20011
1207,2636
42312,6847
22761,9534
329,1312
1494,5958
6809,4391
6623,25599
2137,25151
3687,923
18417,1753
32793,6610
61507,26952
3277,10653
453,409
3952,17581
5667,4120
6156,2144
2516,250
81,225
4362,1288
3386,1069
1138,5273
5232,38168
3835,9069
2047,927
5503,6519
21297,51312
10377,143
7822,4362
1035,9172
18793,7154
19697,1441
602,97
3174,2046
15699,12639
19519,8161
12542,10311
2420,1623
142,3996
4784,1435
3957,1440
12827,2498
1462,5003
4313,34
7412,3502
844,15371
1533,8169
14883,53091
34,78
2236,1259
18110,55588
1690,927
637,1740
824,1649
4887,3172
32075,3655
2433,6772
24362,1863
7687,44275
21533,2986
3220,8280
67175,45351
2414,2864
6055,4946
3924,73810
53984,15941
51838,18
2860,414
766,92
10413,13394
71398,1275
1012,143
2432,7061
738,4757
29126,2907
970,1171
15766,5038
1539,9302
17498,39639
954,10
19390,16946
569,376
71423,30513
12369,50585
1912,632
67338,46216
242,981
563,47602
917,10703
22522,16332
2285,8648
3477,31272
5674,413
1589,135
104,730
7872,20639
2650,433
1596,73733
3477,15737
11654,4946
1539,6102
32844,5509
23987,20513
3376,43
6765,24352
4620,669
7643,4416
1254,1678
1158,13267
36850,4920
670,2239
71399,1379
67541,67540
2080,883
5205,37733
8083,1885
2287,4706
549,2561
5232,38184
737,381
10570,27718
6302,4049
3233,1
3924,26775
4119,66
7086,8726
872,1035
6614,5205
5481,2343
3899,14430
8620,18789
21710,2066
18647,24190
73,663
49,664
11835,614
16500,987
8794,8787
13551,6320
2729,724
617,3825
7050,10506
2424,3685
357,77
624,124
4047,1503
11885,1204
1074,2317
3585,402
4679,556
10377,13002
58441,58442
849,381
6616,1207
5276,6376
294,1409
39,128
3152,3146
1727,3523
370,4096
21311,25935
19102,18
3263,849
645,2029
54993,20581
25951,2169
14511,33013
71802,790
7410,790
4077,11262
1396,1908
1430,1521
1885,71411
4544,6707
20762,43563
17014,54955
590,456
24584,13123
11329,4397
6769,42101
1587,14
837,14450
565,10372
8533,1577
2651,1323
3186,98
11246,7399
747,3483
1,454
33336,3979
8968,4688
4085,1191
2802,1075
25618,13310
32077,32060
2708,2650
2631,737
1167,3692
3180,30
4918,1207
2554,15347
20067,1409
696,418
28728,2793
2867,39
70658,66492
8072,2147
1576,782
6242,2444
33688,4047
6495,3885
22374,36482
2629,29
11097,12754
23002,17495
31,3660
5209,735
3155,452
31,2303
1835,17721
3420,4984
22,2335
9062,2796
15741,53794
3591,13148
29219,4538
28069,16571
3560,31888
29038,107
55034,17170
1027,16929
6844,118
1516,11397
3882,32847
2161,4853
9403,1268
6868,1580
1596,11023
1450,13
590,3431
11167,49128
3594,3593
3979,1319
12346,6023
7630,12245
48853,67932
8096,11163
55817,55816
719,1029
2643,2113
31280,8803
14982,10763
8659,4037
5175,13909
1406,481
6684,16149
2244,12007
18907,1440
36984,19332
20567,433
19731,8797
28037,4931
1493,1516
844,9793
2542,12381
766,4
5064,198
1059,4544
911,2528
1364,310
13649,52056
618,768
5104,4183
6779,6369
10002,7250
7046,42770
5908,5829
3,32
2364,61
13853,138
1629,1411
5847,4041
9166,11161
546,915
6724,18616
398,210
5232,33292
824,73863
2978,2651
9881,7505
6795,1406
19606,2386
53253,16443
75646,75774
2000,9695
68884,54324
15158,2635
22289,1663
48,21
2115,558
11224,4450
9419,47018
6565,1020
17224,1083
46244,8881
6824,1751
64388,34692
1463,1532
16256,2341
12915,6493
71396,725
2704,4123
10495,723
663,102
25,541
19292,1425
8780,8767
127,359
4929,2637
34426,5224
5412,1561
1486,4966
6095,1014
21538,1576
735,5474
50051,11868
2704,16359
6949,4451
1725,9304
2969,5376
52731,14552
4178,3861
1847,693
2821,999
9995,4186
9171,8283
2700,5416
650,11957
42470,6897
13572,8062
582,6792
21686,790
431,738
27607,2541
12255,13060
2118,7060
13832,8789
2485,2424
9614,6321
2684,3588
15803,15225
10963,473
724,155
57710,20538
57221,23629
17880,3784
4699,8593
7130,36656
13044,658
21572,21569
2981,4358
31450,8969
26990,2753
1636,1190
49399,18
50567,12368
1823,23788
2033,6059
2966,16094
27485,42940
2339,3676
343,8750
32404,31573
32497,3809
13608,932
4170,735
33955,64106
2194,1433
40161,16939
560,2034
34223,725
2867,2201
4559,851
4709,3338
9863,1756
18107,2335
45045,2969
14784,9174
67764,48101
32612,25841
50955,50958
41863,6680
35006,11164
36214,30462
12804,24751
1511,12243
12134,45732
123,402
550,4867
45244,27405
708,780
770,28300
10670,443
1849,24143
46835,14085
2470,4688
3369,12591
6969,2174
1075,78
2047,2547
12367,1405
10,721
1596,51321
3510,9486
808,143
853,4527
2221,136
254,45
20869,7959
2630,1191
24465,18
7163,669
1319,40
2070,2047
5313,3114
7883,1290
5966,14881
10002,860
22092,1641
5308,11164
18494,34
1284,717
8225,243
7921,15667
5383,5373
15808,24234
12255,13064
1039,145
5323,1716
645,17119
8483,687
2820,14493
32485,32490
5699,1742
1396,2956
18268,18355
8084,735
8281,9176
6697,5248
105,407
20123,21955
3751,3256
24782,23805
1658,101
14108,22759
1835,23916
18668,7172
4331,4963
26580,50956
586,671
19473,23304
2433,0
3839,32583
6330,1219
24470,3505
6036,2688
383,87
2607,1751
4962,77
55922,18595
32432,63551
3427,31033
735,2743
10422,2638
6873,1179
13050,6104
7050,3718
57482,64045
7530,1490
3723,1918
6953,3990
6617,1815
6686,30195
53328,15163
1563,128
68835,54001
15432,1191
21730,53312
18265,7318
2191,2201
13428,4616
2867,8362
39202,7619
634,62354
4353,1246
2821,2063
4798,1532
28814,2833
3876,28638
1539,21053
41684,6653
9490,4406
3591,136
279,385
2102,12755
1749,10895
13501,49732
26356,2234
3365,46
3043,8363
1215,81
5778,663
1659,2651
725,3412
8130,1179
18182,5255
16652,737
10686,35497
19822,3924
21266,1558
1469,13447
55493,17944
7643,10445
1517,4451
7955,4038
21010,7771
2507,558
24972,10419
5216,6562
5351,2956
297,1460
1489,10964
1398,63
2729,2499
64546,35193
5711,2276
26,1249
2408,7910
828,2226
5961,12301
50639,12447
7082,139
449,681
2119,20
1250,8657
3144,3540
33427,28572
480,1254
52487,4415
14077,1516
4391,1172
29547,13243
6742,1207
51225,12787
3523,31655
684,101
6384,15638
25045,1994
917,316
11581,14001
23,663
6761,18
2410,27060
67707,47902
2169,21931
1283,1029
25226,46662
2248,2049
5838,1542
53492,15372
20,103
485,401
30116,3198
3632,1009
7568,2514
33340,3505
130,3965
4931,23278
1104,1415
1849,4974
1707,1249
551,1259
52881,14602
1440,398
5051,377
7522,3783
22326,1666
8697,118
48460,10663
9124,12704
21823,20727
2277,236
3538,1908
19148,1406
1246,539
59,735
10197,31
919,118
26619,2535
792,783
14349,50706
17160,1064
6104,2032
2414,5952
22,986
9490,28581
14762,1265
23327,9335
543,141
2714,329
22919,3920
20165,27074
2710,2512
17956,44627
1510,4950
250,2084
1315,1256
14609,19766
4931,19819
38805,62376
21658,1615
10630,3502
1533,20896
21264,58232
5144,35325
8956,46346
42290,6835
1379,2810
4944,2147
343,9319
43328,28632
6605,6385
41985,6725
4362,529
1435,563
5103,8280
13371,685
50849,12588
4202,5869
519,11192
5387,2230
492,2464
8671,8588
2033,689
10112,402
59279,22780
43,34
7205,3868
54417,16372
9479,999
6594,3523
6463,125
9178,34149
22,1546
28539,22257
4566,251
607,12078
43895,7549
1503,737
33249,18508
4389,1906
3154,4339
11232,4061
8805,45299
3923,10599
73652,786
1818,23762
195,2451
394,696
19233,3879
6618,1249
40912,6658
23554,1806
119,6098
16893,15205
2420,5934
4850,1230
19346,883
597,2470
6723,13
4457,4414
17684,5114
625,90
25201,18211
5286,4617
48147,48151
1247,7608
5725,3510
4112,58
6633,18738
79,4695
51288,12821
17798,1895
154,1006
3461,4572
3431,732
10775,37666
6176,6613
5331,17663
4930,6336
5947,12604
20014,25738
10241,47825
38618,5382
7622,2047
2470,2239
3462,2063
610,10219
3830,125
4717,14108
7630,25814
19549,20279
1518,1540
6596,722
3488,556
4269,11022
8269,26030
4344,9995
6246,118
5035,1750
71398,5373
4168,394
5718,5952
65,1075
662,787
13744,709
2509,4123
1690,22494
27134,3852
971,191
6134,127
82,5140
5267,7166
2424,4862
553,11333
3592,576
3523,31651
9812,5617
33536,18993
9204,333
6669,16721
8316,20072
16549,3443
3860,32678
7583,724
64394,34693
1860,3281
2680,1576
4097,413
388,1288
26348,2232
7115,1436
31865,3554
21189,58200
33536,9331
58965,22345
1191,5964
64156,34102
66150,41069
4372,1902
2405,3550
6845,71404
12249,50469
225,299
2750,135
1126,1128
3138,34
10483,2241
76,96
1437,136
4379,142
529,481
5277,12269
11322,1407
5691,1120
43315,7314
32064,3655
46567,9084
1750,19
70047,62046
40935,6398
5967,3931
1254,394
4216,10314
2938,29
28018,17790
6538,127
426,31
161,1186
2218,980
11457,1818
64515,35093
7749,1029
7119,652
85,4925
13224,679
15812,780
2165,19823
3415,8677
3502,4098
54610,16642
645,13438
8419,4947
145,723
2605,112
20058,18265
3683,634
964,408
18352,10250
3978,9086
4010,776
1443,6175
8717,6479
5215,14587
7394,39672
